,company,industry,rank,job_title,location,salary_range,link,description,search_city,search_job
0,Ursus,Information Technology,4.4,Data Analyst - Process Redesign,"Austin, TX",$40K - $80K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1044074&s=149&guid=00000179097f363aaebffc1ce80f01f5&src=GD_JOB_AD&t=SRFJ&vt=w&ea=1&cs=1_ac86ec6e&cb=1619362002997&jobListingId=4043166094,"Job Title: Data Analyst - Process RedesignLocation: Austin, TXDuration: 1 YearResponsibilitiesUnderstand data and deliver holistic insights utilizing operational data such as: AHT; pitch-rates and action-rates (revenue);Understand how to map these signals to Voice of the Customer data and Quality Assurance data to identify, through root-cause analysis, the agent behavioral levers driving operational performance across multiple programs, regions markets and verticals.Leverage and unify multiple customer listening posts (surveys, customer verbatim, focus groups, social media, etc.) to create a more reliable and sensitive customer feedback signal.Develop and assess customer experience through direct contact interactions and trend analysis, ensuring strong reporting capability on contact center agent performance, understanding and communicating the narrative to internal and external stakeholders through a robust set of metrics, data visualization and presentation.Coordinate with outsourced vendor partners (as required) to share insights, identify focus areas, and agree on actions.Create specific recommendations and action plans to drive product, people and process improvement strategy across multiple customer touchpoints and work with cross-functional partners to identify and implement optimal solutions.Create detailed project plans and clear communication strategies to drive effective change.Minimum Requirements4+ years of relevant experience in business operations, sales excellence, process redesign, a consulting role, quality assurance or customer experience.Experience with SQL, tableau, data analysis & visualization tools.Strong operational background and project management skills with experience running strategic projects with cross-functional teams.Fluency in English, both oral and writtenExcellent business acumen, passion for solving problems, and strong analytical skills.Preferred QualificationsSelf-motivated, entrepreneurial, and dealing with ambiguity.A love for change and an ability to ruthless prioritize in a fast-paced environmentStrong desire to collaborate, share, drive best practices cross-functionally and globally.Innovative and creative in finding solutions/ designing improved methods, systems and processes.Attention to detail and ability to deep dive, identify root causes of variances; further execute solutions once identified.EducationBachelor degreeIND123",aus,da
1,Ledgent Technology,N/A,4.1,Sr Data Analyst,"Austin, TX",$53K - $95K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1044072&s=149&guid=00000179097f363aaebffc1ce80f01f5&src=GD_JOB_AD&t=SRFJ&vt=w&ea=1&cs=1_71f7eb1c&cb=1619362002997&jobListingId=4066691257,"The ideal candidate will have a background in analyzing and deriving insights from data by using SQL, Python, and business intelligence tools (e.g. Tableau). A successful candidate should have the technical proficiency to leverage software tools and reports and the business proficiency to summarize their findings.Responsibilities:Coordinate the gathering of retail pricing, assortment and promotion data on competitors in partnership with Merchandising leaders.Apply analytical and modelling techniques to measure competitive data for completeness, accuracy, and integrity.Turn and translate complex data into meaningful insights and/or business recommendations.Create scheduled reports of performance and success, pointing out areas in need of improvement and making recommendations.Organize findings into influential presentations to non-technical audiences.Qualifications:Bachelor's degree in Statistics, Mathematics, Economics, Computer Science, Engineering, analytical business specialty or commensurate retail experience.5+ years of experience in Data Science, Business Analytics, Business Intelligence, or comparable research role, including use of business intelligence tools.5+ years of experience with SQL and relational databases (Redshift, Teradata, SQL Server, DB2, Oracle), with ability to write complex and highly-optimized queries.Proficient in a wide range of analytical, quantitative, and statistical techniques and tools to derive insights from large, complex data environments.Highly motivated to develop expertise in industry trends and the use of data and analytics to recommend better competitive positioning.Strong attention to detail, and excellent organization and time management skills.Ability to present ideas, conclusions and recommendations with clarity. Excellent written and verbal communication skills. Solid public speaking skills; able to present ideas to diverse audiences.Experience with audience-tailored data visualizations using BI tools, such as Tableau.We are an equal opportunity employer and make hiring decisions based on merit. Recruitment, hiring, training, and job assignments are made without regard to race, color, national origin, age, ancestry, religion, sex, sexual orientation, gender identity, gender expression, marital status, disability, or any other protected classification. We consider all qualified applicants, including those with criminal histories, in a manner consistent with state and local laws, including the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance.",aus,da
2,Planoly,Business Services,4.4,Data Analyst,"Austin, TX",$36K - $64K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1136006&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_77b4a23a&cb=1619362002998&jobListingId=4013901068,"PLANOLY is the industry-leading social marketing platform trusted by over 5 million users to visually plan, schedule and measure performance across Instagram and Pinterest. PLANOLY is beautifully crafted to be simple, clean and easy to use. PLANOLY believes firmly in inclusivity and is thrilled to pave the way for brands, businesses and individuals of all backgrounds to carry out their digital marketing strategies seamlessly. To learn more, visit www.planoly.com, or follow @PLANOLY on Instagram.We are looking for a thoughtful, well-rounded Data Analyst to join our rapidly growing startup and work on building data management, data tools and data analytics services that help power business decisions. Our software platform that influencers, brands, agencies and marketing firms use daily gives us an incredibly rich and diverse dataset that we need to collect, transform, and analyze in order to improve effectiveness of our products as well as impact business decisions. You will have the opportunity to take a leading role in our data team, and help solve some challenging problems in the social media marketing space. Passion for deriving meaningful insights from data is a must.Tools We UseAmazon Web ServicesGoogle CloudGoogle BigQueryGoogle Data StudiodbtSQLWhat You Will DoData Modeling / Architecting via designing data models and implementing appropriate abstractions for immediate requirements.Work with leadership, product, engineering, and marketing to productize answers to business questions. Communicate results using reproducible analysis methods and data visualizations.Monitor the quality of data and information, report on results, identify, and recommend system application changes required to improve the quality of data in all applications.Manipulate and analyze complex data from multiple sources and design, develop and generate ad hoc and operational reports in support of other teams and objectives.Use graphs, dashboards, infographics and other methods to visualize data.Work with executives and other business leaders to establish KPIs to measure the effectiveness of business decisions.Design, implement and manage large data sets for our group of products to identify usable information.Collaborate closely and autonomously with a small team of engineers, designers and cross-functional users to understand data needs.Who You AreBachelor’s degree in Business Administration, Finance, STEM field, or 3+ years of relevant work experience.Expert-level experience writing SQL queries and creating SQL based data models. Bonus: using dbtExperience communicating data analysis to business and peers, using data visualizations and reproducible analysis.Ability to work on green field projects with relatively minimal guidance.Ability to collaborate with other engineers, QA, and non technical people.Experience with data warehousing solutions (Redshift, Big Query, etc) and ETL techniques.Proficiency in Microsoft Excel.Excellent attention to detail with strong written/verbal communication skills.Ability to QA and troubleshoot large data sets.Bonus Skills and ExperienceCoding skills in languages such as Python and/or TS NodeJS.Using version control (e.g. Git).Who We AreWe are social media experts and first and foremost users of our tools to enhance our social media strategies. PLANOLY is built by influencers for influencers.We’re growing super fast and have been profitable since inception.We offer an open work environment where highly motivated engineers take full ownership of the products and help steer the firm.We are a huge advocate of work-life balance, which is seen in our open vacation and work-from-any-coffee-shops policies.We’ll provide you with lunch, snacks, drinks, and regular team outings.** This role is not eligible for an employment visa.**U.S. Equal Employment Opportunity/Affirmative Action InformationPLANOLY is proud to be an equal opportunity employer and will consider all qualified individuals seeking employment without regards to race, color, creed, religion, gender, gender identity, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status, sexual orientation, or any other protected classification.vI0EL7hknK",aus,da
3,PayPal,Information Technology,4.1,Data Analyst,"Austin, TX",$46K - $87K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136006&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&cs=1_7e7cee4e&cb=1619362002998&jobListingId=4044332048,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 375 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.Job Description Summary: Seeking data analyst candidate for PayPal's CTO business technology team that looks to optimize internal infrastructure and processes.Job Description:Position OverviewPayPal is the world’s leader in online payments processing. The company helps buyers and sellers around the world make and receive payments. PayPal is headquartered in San Jose, CA with multiple offices within the United States and around the world.We have instituted the Technology Efficiency program as one of key strategic programs for the Business Technology Office under the CTO. The program measures impact, cost, and operational efficiencies of our physical technology infrastructure, thousands of applications used to run PayPal, and the processes that govern IT. The team managing this program performs detailed analytics using data from multiple data sources / monitoring tools to identify inefficiencies and work within the organization to communicate / remediate them.The efficiency program is a key priority for 2021 and the team is rapidly growing its area of responsibilities . We are seeking motivated applicants for a Data Analyst position to maintain visualizations and perform statistical analysis against the various areas under the efficiency program (e.g. PayPal applications, infrastructure, processes).Core DutiesCollaborate with team members to collect and analyze dataStructure large data sets to find patterns and actionable insightsUse graphs, infographics and other methods to visualize dataCreate reports for internal teams and/or external clientsEstablish KPIs to measure the effectiveness of business decisionsCreate presentations and reports based on recommendations and findingsCompetenciesCore Behavioral CompetenciesStrong written and verbal communication skillsAbility to write clear and concise communicationsAbility to work effectively in a global team environmentRole Specific Behavioral CompetenciesAbility to translate complex problems into simpler termsAbility to work independentlyPrerequisite Knowledge & ProficienciesMust HaveProficiency in SQLProficiency in Python and/or R for data analysisExperience with Machine Learning packagesSome experience in cloud data warehouse technologies like Google Big query or AWS RedshiftExperience with reporting and data visualization skills using software like Tableau or Power BIProficiency in Microsoft ExcelStrong analytical and problem-solving skillsTechnical writing skills and strong written/verbal communication skillsAbility to QA and troubleshoot dataAbility to set and meet deadlines and work in high-pressure situationsNice to HaveExperience with No SQL / HadoopExperience with Gimmel notebooksUnderstanding of data warehousing and ETL techniques (including gathering, cleaning and transforming techniques)Experience & Education3+ years working experience as a Data AnalystMS in Computer Science, Information Systems, or equivalent fieldExamples of Specific Job Tasks/AccountabilitiesAnalyze data on a weekly basis as it is refreshed to track trends in efficiency KPIs and project year-end targetsWork with management to define reports and new visualizations as neededImplement new analytics, reports, visualizations on a bi-weekly basis as part of agile sprintsWork on monthly presentations to senior leadership to give a read-out on efficiencyWork with internal engineering teams on a regular basis to provide updates on efficiency KPIs for their areas and identify areas of potential improvementTrack / facilitate initiatives by engineering teams to make efficiency improvementsTroubleshoot data quality issues and work with owners of source data systems to remediate those issuesWe're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",aus,da
4,Abrigo,Information Technology,3.9,"Data Analyst, Product","Austin, TX",$40K - $73K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1136006&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&cs=1_ea7673fa&cb=1619362002999&jobListingId=4070812530,"We provide technology that community financial institutions use to manage risk and drive growth. Our solutions automate key processes – from anti-money laundering to fraud detection to CECL readiness to lending workflows – empowering our customers by addressing their Enterprise Risk Management needs.This is an exciting opportunity for someone wishing to grow their analytical and technical ability in the FinTech space.In this role, you will leverage your technical abilities to assist clients with their reporting needs. You will learn our business intelligence solution, Exago, in addition to our core products in order to assist clients with their custom report creation as well as enhance and maintain our catalog of reports. You will work with the Product Team to optimize performance and usability of the reporting solution. The team’s performance culture and collaborative approach are great ways to start or grow your career. This position will be remote or office based in Raleigh, NC or Austin, TX.We are looking for energetic candidates with strong intellect, a passion for finance, and the ability to learn quickly and execute with excellence. The ideal candidate will be scrappy, have a bias for action, and have a deep commitment to growth and learning. As a role within a high-growth company, the range of initiatives is dynamic and will provide exposure into multiple areas of the company.What You'll Do:Develop expertise using our business intelligence solution, Exago, in order to create reports that are both decision useful and professionally formattedDevelop and maintain a library of available reports for client download and useBuild out our capabilities around dashboarding –help clients visualize their data in order to make better decisionsAs the primary Data Analyst, you will be the primary escalation path for clients needing assistance with reportsAs your skills develop, take more responsibility for the architecture and maintenance of our reporting database and solutionDevelop subject-matter expertise in our lending, credit, and portfolio risk management solutionsProvide excellent customer service through technical support and client follow-upWhat You'll Need:BA/BS degree or equivalent.Ability to use technical tools (some technical background with Microsoft SQL preferred, but not required).Ability to communicate effectively in and across teams; must possess strong verbal, written, and interpersonal communication skills. Conveying technical concepts to non-technical users comes with the territory.Ability to work independently with little day-to-day supervision.Previous report writing experience preferred (Exago, Tableau, Power BI, etc.)What You’ll Get:Market competitive total rewards packageTo be part of the Heart & SOUL of a winning company with an inspiring missionThe opportunity to Make Big Things HappenCompetitive salary along with full health benefits with an HSA optionUnlimited PTO and bank holidays401(k) plan and company match",aus,da
5,RS Software,Information Technology,3.1,Data Analyst,"Austin, TX",$42K - $73K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1136006&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fa56d7d6&cb=1619362002999&jobListingId=4069554301,"Data AnalystAustin, TXDuration: 04/05/2021 to 04/04/2022QUALIFICATIONS Strong attention to details, ability to think analytically and independentlyAbility to tell stories with large data sets – both written and verbalStrong communication skills and the ability to work well with other departments and varying levels of management across a global team footprintAbility to function self-sufficiently in a fast paced environment and manage multiple projects and deliverables simultaneouslyMeticulous follow-ups and follow-through of issues and actions to drive them to closure in a timely manner; Work closely with the Technical Development team to identify and communicate critical pathsExperience collaborating with cross functional teams to build schedules and plans, as well as identify and manage dependenciesHighly proficient in Microsoft Office including Excel, PowerPoint, and Access as well as data visualization tools such as Tableau and PowerBISolid analytical and problem-solving skills; ability to think strategicallyAbility to adapt quickly to changing priorities, assignments, and rolesExperience coding APIs to facilitate automation a plusJob Types: Full-time, Part-time, ContractPay: $35.00 - $40.00 per hourSchedule:Monday to FridayEducation:Bachelor's (Required)Work Location:One locationWork Remotely:Temporarily due to COVID-19",aus,da
6,Momentum Solar,"Oil, Gas, Energy & Utilities",4.3,Solar Data Analyst,"Austin, TX",$34K - $44K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=4341&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3d2845ba&cb=1619362003000&jobListingId=4070434495,"Momentum Solar is a premier residential solar provider with offices in multiple states nationwide. Founded in 2009, Momentum has grown exponentially over the past decade, with 2000+ employees and counting. Our main goals are to consistently have satisfied customers and successful employees. We pride ourselves in managing the entire solar process for customers, from sale to completed install, to ensure a seamless transition to renewable energy. We have an A+ rating with the Better Business Bureau, have been featured in the Inc. Magazine as one of the Best Places to Work, and we continue to strive for excellence.

Overview:

As a Momentum Solar Data Analyst, you'll be focused on the coordination and production of cohesive proposals including technical, contractual and pricing content. Your exceptional organizational skill and analytic ability will enable you to adapt quickly to the dynamic pace and nature of our environment. You'll be a critical part of accurate and efficient delivery of optimal proposals to our customers and relevant regulatory agencies, in a high-growth organization where performance and reliability are rewarded.

Requirements:

Ideal early career opportunity for those with the right drive, organizational skills, and analytic abilityRelevant Bachelor's degree with a strong record of academic performance; Completion of technical trade school in CAD, drafting, architecture, or related field may be substituted at the hiring manager's discretion.Exceptionally organized, meticulous, and detail orientedProven ability to adapt and thrive in fast-paced, dynamic environmentsHigh sense of urgency and deadline drivenSkilled in adapting to requirements of numerous, constantly changing demands

*Please note, this job requires flexibility with scheduling: 4 weekdays and 1 weekend day per work week.

Momentum Solar is an Equal Opportunity-Affirmative Action Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age.

Powered by JazzHR",aus,da
7,Caritas of Austin,Non-Profit,3.4,Data Analyst,"Austin, TX",$35K - $63K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1136006&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&cs=1_6821a872&cb=1619362003000&jobListingId=3807651823,"Job Title: Data AnalystDepartment: FinanceReports To: CFOFLSA Status / Pay Type: Salary/ExemptCaritas of Austin ValuesRespectWe believe in the inherent dignity of all people, and we celebrate every person’s uniqueness and contributions to our work.EquityWe are committed to fairness and impartiality in the way we provide services and opportunities for service.CommitmentWe are resolute in our mission to build well being and end homelessness for the people we serve.ExcellenceWe have high standards for every aspect of our work, continuously raising the bar to provide the best experience and outcomes for everyone we serve.InnovationWe are leaders in meeting the most pressing needs of the Austin community, continually learning and improving to affect positive change.Position SummaryThe Data Analyst will be responsible for data collection, data quality, data analysis, and reporting for all of Caritas' programs.Essential Duties & ResponsibilitiesManage data sources, including paper forms, Excel, Access, HMIS;Coordinate with Program Managers and other departments to ensure timeliness and quality on data collection and reporting;Assist with the creation of program metrics and reports for both internal and external clients;Along with IT, drive the evaluation, analysis, and design of new data processes and systems;HMIS Agency Administrator;Works closely with the CEO, Directors, and Program Managers to fulfill programmatic needs; andPerform other duties as requested by supervisor.QualificationsEDUCATION & EXPERIENCEBachelor’s degree in social services, business management, information technology, data analysis, related field or four years of equivalent work experience;Strong organizational and critical thinking skills;Skills with project and database management and reporting;Ability to meet deadlines, ensure data quality, and demonstrate leadership;Dependable; andStrong communication and customer service skills.SYSTEM & TECHNOLOGY REQUIREMENTS2 years experience with ServicePoint and the Advanced Reporting Tool preferred;Advanced knowledge of Excel required;Extensive experience with databases, Outlook, Word; andWorking knowledge of Access.CompetenciesJob Knowledge/Technical Knowledge:Demonstrates a sound working knowledge of current role and the technical systems, applications and equipment used in performing this role, and understands the impact this role has on other business functions within the organization;Communication: The ability to write and speak effectively using appropriate convention based on the situation; actively listens to others, asks questions to verify understanding, and uses tact and consideration when delivering feedback to others;Organization: Uses time efficiently by prioritizing and planning work activities;Integrity and Respect: Demonstrates upmost level of integrity in all instances, and shows respect towards others and towards company principles;Judgment: Demonstrates ability to make independent and sound decisions in all situations;Teamwork: Shares key information with others involved in a project or effort, works in harmony to accomplish objectives, responds with enthusiasm to directives, and shows support for departmental and organizational decisions;Quality: Sets high standards and measures of excellence to ensure quality assurance in every aspect of work performed;Accountability: Takes personal responsibility and ownership for adhering to all company policies and procedures while also completing work timely and in accordance with performance expectations;Customer Service: The ability to demonstrate a series of activities designed to enhance the level of customer satisfaction;Interpersonal Communication: Writes and speaks effectively based on the psychological, relational, situation, environmental and cultural dynamics within the situation;Manages Change: Demonstrates effectiveness and flexibility with changing environments, responsibilities, tasks, and people;Attention to Detail: Follows detailed procedures to ensure accuracy in the entry and reporting of data; andProblem Solving: Identifies and resolves issues timely by gathering and analyzing information skillfully.",aus,da
8,G&A-Claims-Texas,Insurance,3.5,Data Analyst III,"Austin, TX",$58K - $98K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=291823&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&cs=1_8651b2f6&cb=1619362003000&jobListingId=4069508114,"CENTENE COMPANY OF TEXAS, LP ONLINE ADEMPLOYER: Centene Company of Texas, LPPOSITION: Data Analysts IIIJOB ID No.: 00A74DUTIES:Develop complex, multi-source, data-based analytics analysis using SQL, SSIS/SSRA packages, Python and provide output solutions in Excel, Access and other reporting platform, as needed.Utilize operation management and process improvement methodologies including Six Sigma, TQM for large scale project development across multiple operational teams.Analyze and validate multiple data sources to identify fluctuations impacting business and contractual reports and conduct root cause analysis and solutions for any gaps or issues identified.Function as a lead analyst and provide mentorship and guidance to junior analyst.Responsible for presenting findings through data analysis and formal presentations to internal department and executive leadership.Responsible for multiple interface file generation using multiple tools and data sources that include various data warehouse and interface files with various layout.Design and deploy custom solutions to support enrollment and other business users for data collection, auditing, dashboards, and metrics/KPIs.Responsible for HEDIS analysis, FREW reporting and managed care contractual reporting.Responsible for Provider term member notification and member reassignment process, generating contractual enrollment interface files and support for all enrollment operational reports.MINIMUM REQUIREMENTS:PRIMARY REQUIREMENTS: Master’s degree in Information Systems, or related, and 4 years of relevant work experience.ALTERNATIVE REQUIREMENTS: Bachelor’s degree in Information Systems or related, and 6 years of relevant work experience.In addition, experience with the following skills is required: (1) Performing statistical analysis or data analysis using Enterprise Reporting and Analysis tools, SQL, SSIS/SSRS packages (or other equivalent ETL solutions) and Microsoft Office applications, including Excel and Access; (2) Designing and deploying custom solutions to support healthcare business users for data collection, auditing, dashboards, and metrics/KPIs; (3) Managing projects or involvement in large scale data analysis project design and implementation; (4) Using operation management and process improvement methodologies including Six Sigma, TQM for large scale project development across multiple operational teams; (5) Conducting utilization and performance metric analysis, health care contractual data processes, interface files development and reporting; and (6) Conducting in depth data analysis for process optimization, operation risk mitigation and root cause analysis.JOB SITE: 5900 E. Ben White Blvd., Austin, TX 78741WORK HOURS: Monday-Friday, 40 hours/week [8:00 am to 5:00 pm]To apply, please visit Centene’s web page at http://jobs.centene.com/#careers. Create a candidate profile and apply to requisition 00A74.",aus,da
9,PayPal,Information Technology,4.1,Sanctions Data Analyst,"Austin, TX",$77K - $105K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136006&s=58&guid=00000179097f363ab3a429cb81e0463e&src=GD_JOB_AD&t=SR&vt=w&cs=1_c308f2df&cb=1619362003002&jobListingId=4068242821,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 375 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.Job Description Summary: We are seeking a highly motivated team player with strong analytical skills and project management experience who specializes in creating, driving, and executing projects. As a Sanctions Screening Specialist, this person will be providing data-driven solutions for managing and optimizing the filter of our payments screening system. This role will primarily involve managing and supporting data maintenance, configuration, reporting and analytics activities for the Sanctions Program at PayPal. This person will also be working closely with our technology partners, in defining requirements for application enhancements and be driven to manage and lead deliveries, as well as working closely with the Sanctions Policy team to insure proper implementation of sanctions controls.Job Description:Responsibilities:Perform data analysis to determine and verify business requirements/issues specification, flows and deliverables for projects;Prepare essential documentation to define requirements, test plans, analysis;Create and execute test cases and scripts for testing of changes and releases;Create tailored business rules to reduce hit rate, prepare tuning data, reviewing hit reduction strategies;Identify and mitigate sanctions risks through periodic risk assessment on algorithms and rules;Perform data mining to look for commonalities and patterns that exist;Extract and manipulate large datasets using standard tools such as SQL, SAS and Python, tableau;Work with senior stakeholders to understand their needs to and prioritization. Qualifications:Ability to independently manage, organize and prioritize multiple tasks, projects and responsibilities;Well-developed research and analytical skills with good problem solving and lateral thinking ability; Analysis of existing applications to identify weakness and develop opportunities for improvements;Ability to rapidly learn new concepts (technical, risk, business) a critical success factor in this role;Team-oriented, must be self-motivated, plan and manage time effectively, and be customer focused;Detailed, thorough, diligent individual with robust data analysis, and time management skills;Proven ability to function well independently as well as in a team;Excellent verbal and written communication skills with ability to articulate concepts and ideas to diverse audiences;Experience in project management;Experience in financial industry, with payments/e-Commerce knowledge preferred;Experience with SQL scripting (Oracle, MS SQL), Python, and tableau;Experience with big data Ecosystem, such as Hadoop, etc.;Experience with system testing of large applications: creation of test cases, execution of tests, and validation of results;Knowledge of the economic sanctions programs administered by the U.S. Department of the Treasury's Office of Foreign Assets control, and a general knowledge of sanctions evasion practices is also desirable;Experience with compliance system FircoSoft tuning or other industry leading compliance tools is preferred;Bachelor's degree in a quantitative field (Engineering, Science, Finance, Statistics, Economics, Math, Business) with 3 years of experience.Our world-class culture is something we’re proud of. We’re committed to creating a thriving and inclusive workplace with great benefits including:Excellent medical and dental benefitsCompetitive salarySavings plans with company match / Employee Stock Purchase PlanGenerous time off policiesOngoing training, tuition reimbursement and support to help you realize your full career potentialCommunity fundraising and volunteer opportunitiesPayPal’s sabbatical program provides four weeks of paid time off after every five years of service.Active social groupsWe're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.",aus,da
