,company,industry,rank,job_title,location,salary_range,link,description,search_city,search_job
0,Tailored Management,Business Services,4.5,Data Analyst,"Austin, TX",$33K - $61K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1044076&s=149&guid=000001789a40ee8cba2db91b6e5014ae&src=GD_JOB_AD&t=SRFJ&vt=w&ea=1&cs=1_f2e1d4e9&cb=1617495650332&jobListingId=4022568161,"In this role, your primary responsibility will be to partner with key stakeholders and support the development of marketing programs to enable the continued growth critical to our partners and organization. As we plan to grow our organizations, we need to leverage data to drive decisions and introduce automation, predictability & optimization to allow us to operate efficiently and reliably at scale. You will be responsible for supporting end to end analytics programs, from data sourcing to surfacing insights and driving action, for various aspects of our initiatives. You will be expected to use data to provide meaningful recommendations and actionable strategies to key stakeholders, and develop best practices, including streamlining of data sources and related programmatic initiatives.The ideal candidate will have a passion for working in white space and creating impact from the ground up in a fast-paced environment. Additionally, you will have a proven track record of thought leadership and impact in developing similar analytics and metrics-based programs.JOB DUTIES:Define and develop the program for metrics creation, data collection, modeling, and reporting the performance of our various marketing campaigns.Collaborate with cross-functional data and product teams across business applications to define problem statements, access and manipulate data, build analytical models, explain data-gathering requirements, deliver analytics insights, and make recommendations.Define, compute, track, and continuously validate business metrics with descriptive and predictive analytics.Identify and implement streamlined processes for data reporting and communication, and use analytical models to identify insights to drive key decisions across leadership and the organization.Support various ad hoc projects, as needed, in support of our organization's strategy.Leverage tools like Tableau and SQL to drive efficient analytics.MINIMUM QUALIFICATIONS:Degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research, Management Science)3+ years of experience in a role with data analysis and metrics development3+ years of hands-on experience analyzing and interpreting data, drawing conclusions, defining recommended actions, and reporting results across stakeholders3+ years of SQL development experience writing queries2+ years of experience with data visualization tools (e.g. Tableau)Experience leveraging data driven models to drive business decisionsExperience using data access tools and building visualizations using large datasets and multiple data sourcesHands-on experience with medium to large datasets (i.e. data extraction, cleaning and analysis).Languages: English (Speak, Read, Write)This position requires authorization to work in the U.S. without sponsorship, now and in the future#IND1Job Types: Full-time, ContractPay: $35.00 - $95.00 per hourBenefits:Dental insuranceHealth insurancePaid time offVision insuranceSchedule:8 hour shiftContract Length:VariesWork Location:Multiple locationsBenefit Conditions:Waiting period may applyWork Remotely:Temporarily due to COVID-19COVID-19 Precaution(s):Personal protective equipment provided or requiredTemperature screeningsSocial distancing guidelines in placeSanitizing, disinfecting, or cleaning procedures in place",aus,da
1,Momentum Solar,"Oil, Gas, Energy & Utilities",4.3,Sales Data Analyst,"Austin, TX",$29K - $53K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=4341&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_081fa3ed&cb=1617495650332&jobListingId=4022479666,"Momentum Solar is a premier residential solar provider with offices throughout the U.S. Founded in 2009, Momentum has grown exponentially over the past decade. We implement the entire solar process to ensure a seamless transition to renewable energy.

Job Overview:

We are looking for a Business Analyst to join our team. You will help support our sales and operations teams to increase efficiencies. You will be working in a fast paced role in a high energy group. You will be part of a collaborative process to achieve business goals working in an open environment.

Requirements:

Ability to analyze data sets in Excel and provide recommendationsSupport the Sales and Call Center teamsAnalyze data to maximize cost-effective panel installation

Qualifications:

Bachelors Degree1+ years of work experienceWorking knowledge of excel and entire Microsoft Suite Mathematical skills Motivated Excellent communication skillsDetail oriented

Momentum Solar is an Equal Opportunity-Affirmative Action Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age.

Powered by JazzHR",aus,da
2,Charles Schwab,Finance,3.9,Senior Data Analyst,"Austin, TX",$53K - $90K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=4008&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&cs=1_e3912be3&cb=1617495650332&jobListingId=4051618319,"Your OpportunityCharles Schwab's National Service Desk (NSD) is looking for a Senior Data Analyst who is passionate about data. As the Data Analyst, you will demonstrate an excellent ability to take raw data from various sources and apply your analytical skills to form meaningful conclusions. The expected results from your conclusions are measurable recommendations and insights which significantly influence improvements at the NSD and Product level.What you are good at

Ability to analyze, model, and interpret data
Ability to communicate effectively both internally (NSD) and externally (Product Owners)
Reaching sound conclusions through the leveraging of evidence and reasoning
Enable both internal and external teams to get a pulse on the real issues
Be a data storyteller that summarizes interesting facts and use data for inspiring action
Great at working with various teams across different processes and technologies
Strong influencing skills
Be curious in the continuous pursuit of solutions
Be proactive
Challenge the “normal” way of thinking and the notion that “it can’t be done""

What you have

Able to write SQL SELECT statements joining tables and views in large data sets
Data visualization skills to “tell the story”
Critical thinking with a customer focus
Lean and Six Sigma qualifications a plus
Basic Python or PowerShell experience
Solid ability to automate reporting
Tableau experience
Advanced Microsoft Excel data analysis skills
Pivot tables, charting, cell calculations, data summarization, trend analysis, etc.
Strong presentation skills of technical information
ITIL Certified or ITIL Practitioner (preferred)
Remedy (preferred) or Service Now Background
Degree in technology or analytics
Knowledge of Confluence and JIRA a plus
Agile experience a plus
",aus,da
3,Cricut,Retail,4.2,"Product Analyst, Data Science","Austin, TX",$46K - $82K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1136006&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&cs=1_771425c9&cb=1617495650333&jobListingId=4050863270,"Company DescriptionAboutTogether we make. Come make with us.OverviewAbout us.At Cricut®, we believe that we’re all born makers. When we built our first cutting machine, we saw the potential for a simple yet powerful tool to completely transform the way people craft, design, and DIY. Since then, we continue to innovate with new machines, platforms, materials, and tools, but that’s just what we do. Who we are is a bustling worldwide community, a means for connection, and an outlet for unbridled creativity. Join us as we place the power of handmade into the hands of ALL.LifeLove your work. And your coworkers.Our company is made up of A+ human beings. We ask tough questions, entertain ideas outside of our own, and work together to make something bigger than ourselves. With Cricut® growing in China, the U.K., Australia, New Zealand, as well as Europe and South America, we’re on an unstoppable roll, satisfying that innate creative itch around the world. We train, develop, and celebrate great work with hallway high fives and promotions within. We also throw the world’s best Halloween party.Enjoy incredible perks.We take care of our team. From outstanding medical, dental, vision, and retirement benefits, to pet insurance, 401K match, life insurance, incentive programs, paid time off, on-site massages, phenomenal work-life balance, and employee discounts, we offer the best benefits package in the DIY consumer electronics industry. Period.Like what you see? We can’t wait to meet you.Job DescriptionThe Cricut Analytics Team is looking to hire an outstanding Data Analyst with strong technical analytical skills to operationalize data intelligence in multiple business units. This includes analyzing input data sources, doing statistical analysis and building data science models to drive data driven decision making. This person will collaborate very closely and cross-functionally with Product Marketing, Ecommerce, Product Management, Operations, Finance, and other teams, as well as the Analytics team, to ensure success.Data teamWe are looking for highly talented team members who are passionate about data, have the rigor needed to solve billion-dollar problems, and possess an innate entrepreneurial spirit to explore the uncharted. This team combines the engineering backbone of a best-in-class big data platform with the analytic expertise of advanced mining and predictive modeling. If you want to work among the very best talent in the industry, working on the most innovative products in the world, Cricut is the place to be.Responsibilities:Domain Expert: It is essential that this role has the capability to understand business function and its nuances, and define proper KPIs to measure health & success of the businessData Owners: The person in this role will be the data champion for a specific business function, and the single point-of-contact for internal & external teams on questions related to their business unit’s datasetsAd-hoc analysis & reporting: Create analysis/reports to do diagnostic analysis and provide recommendation to stakeholdersActionable Insights: Develop strategies and provide direction for the application of our BI/Dashboarding tool, and build robust KPI's and drill-down capabilities to enable discovery of actionable insightsExpand Data first approach: Work across different business functions (Customer Care, Product Marketing, Ecommerce, etc) to pilot data products and ensure data insights are central to business decision makingBuild Data Science Products: Collaborate with data science, data engineering and business team to build innovative data productsQualificationsBackground:Bachelor degree in a quantitative field (e.g., Mathematics, Operations Research, Statistics, Business Analytics, Economics)Graduate degree in Mathematics, Information Systems, Statistics, Business Analytics or related STEM fields preferred3 or more years of professional experience in customer analytics, marketing analytics, operational analytics or related field in a quantitative roleDirect experience with using customer data in e-commerce, consumer goods, technology would be preferredMultiple years of experience manipulating and analyzing large data sets, monitoring and predicting trends and identifying opportunities through the interpretation of financial, behavioral, demographic and operational dataPossess excellent interpersonal communication and problem-solving skills, with the ability to collaborate with senior business leaders and provide strategic recommendationsDemonstrated ability working with multiple teams to complete critical achievements under pressure with tight deadlinesAbility to interpret/translate business requests into clear and actionable technical requirements for meaningful analysisSkills:Succinct, proactive communication; storytelling using dataComfortable to work with people from a broad range of backgrounds from highly technical to marketing to sales/businessVery strong analytical skillsStrong in SQL Skills (PostgreSQL, Redshift, MySQL, etc)Experience building reports & dashboard in BI tools like Domo, Tableau, Looker, Grow, PowerBI, etcUnderstanding of machine learning algorithms preferredExperience modeling with R or PythonMindset:Self-starter mentality with the ability to deliver resultsFocused on results and their implications (rather than methods/tools/process)Openness to work with different cultures and working stylesAdditional InformationWhat to Do Next: Please attach your resume and cover letter. If you want to show your super powers in other ways – include that information too. You can be sure that Cricut® is an employer who values individuality, equality and diversity, so tell us what you’re all about. If you are a Maker or a DIY enthusiast, whether you think you are a good one or not, we would love to hear about it when you send us your information!#LI-BM1",aus,da
4,VetsEZ,Information Technology,4.6,Data Analyst (Remote Opportunity),"Austin, TX",$50K - $91K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=46442&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&cs=1_0fe711ea&cb=1617495650333&jobListingId=4048717732,"VetsEZ (Veterans EZ Info, Inc.), a verified Service-Disabled Veteran-Owned Small Business (SDVOSB), is a leading provider of information technology services to commercial and government markets. VetsEZ is a company of Subject Matter Experts with deep expertise in Healthcare IT and Benefits Delivery. VetsEZ strongly believes in making complexity EZ by providing tangible solutions that improve day-to-day business transactions, maximize efficiencies, eliminate risks, and reduce our clients' costs. For more information, visit us at www.vetsez.com.

We are currently seeking a Data Analyst for a 100% Full-time remote position. This data analyst will be responsible for gathering and compiling data necessary to analyze a multitude of database products in an enterprise data management project.

Responsibilities:

Prepare and conduct analyses and studies, needs assessment, and requirements analysis to align systems and solutions.Apply analytical methodologies and principles to meet client needs.Prepare forecast and analyze trends, develop and analyze metrics, and prepare reports and recommendations related to management.Focus on business performance, project analysis, internal control, risk assessment, and support of project objectives.

Requirements:

B.S. and/or M.S. in a quantitative field such as Computer Science, Statistics, or Mathematics,Minimum 3-5 year of recent professional experience in data science, data mining, and/or data analysis.Experience in data migration to include data mapping and data profiling.Ability to conduct data profiling and predictive analysis using a variety of standard tools.Experience working with PowerBI, Palantir, Databricks, and SQL.Experience working with Python, PySpark, and R.
Ability to communicate concisely and effectively with software engineers and clients

Additional Qualifications:

 Experience supporting the Department of Veterans Affairs or other federal organizations. Deep familiarity with a wide variety of programming and reporting tools.

Benefits:

Medical/Dental/Vision401k with Employer MatchCorporate LaptopPTO + Federal HolidaysTraining opportunities

Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, or protected veteran status.

Sorry, we are unable to offer sponsorship at this time.",aus,da
5,Facebook,Information Technology,4.3,"Payments Data Analyst, Payment Operations","Austin, TX",$61K - $118K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=132920&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&cs=1_b539a842&cb=1617495650334&jobListingId=4022171371,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Our Risk & Payments teams purpose is to serve our global community by providing payment support, upholding our payment principles, and protecting individuals and businesses against payment abuse. We seek to lead the payments industry in trust, integrity, and support. To help to achieve this mission, we are adding a Payments Data Analyst in our Payment Operations team. In this role, you'll be responsible for driving measurement, data analytics and data infra solutions across different payment customer support flows on Facebook, Instagram, Messenger. Youll be monitoring, understanding and building a scalable customer support ecosystem.We are looking for someone who can set the direction in measuring the performance of our customer support and payment products by aligning different engineering, product, and operations teams, and by building on the strengths of those teams. Our ideal candidate is passionate about data and has a track record of bringing course-changing insights to cross-functional teams.


Provide data insights, determine what is important, clarify next stepsDesign, prototype and test metricsCreate forecasting, monitoring and alerting systems for these metricsDevelop data infrastructure to connect payment product data to operational dataFacilitate data conversations with product, engineering and operations teams to align on shared goalsCreate a deep understanding of a complex technical environment through data and reportingBecome an expert in Facebook's payments and support infrastructure, products, tools, systems, and dataLead efforts in creating quality assessment systems of complex operational flows


(Colorado only*) Minimum salary of $90,000/year + bonus + equity + benefits *Note: Disclosure as required by sb19-085(8-5-20)",aus,da
6,TEXAS EDUCATION AGENCY,Government,3.2,Analyst for Educator Data and Preparation Program Management (Data Analyst III),"Austin, TX",$83K - $86K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1136006&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&cs=1_1b2b7038&cb=1617495650334&jobListingId=3816355982,"Analyst for Educator Data and Preparation Program Management (Data Analyst III) (00013278)Organization: TEXAS EDUCATION AGENCYPrimary Location: Texas-AustinWork Locations: Texas Education Agency 1701 NORTH CONGRESS AVENUE Austin 78701Job: Computer and MathematicalEmployee Status: RegularSchedule: Full-timeStandard Hours Per Week: 40.00Travel: NoState Job Code: 0652Salary Admin Plan: BGrade: 22Salary (Pay Basis): 4,301.16 - 5,670.58 (Monthly)Number of Openings: 1Overtime Status: ExemptJob Posting: Feb 3, 2021, 5:27:34 PMClosing Date: OngoingDescriptionMISSION: The Texas Education Agency (TEA) will improve outcomes for all public-school students in the state by providing leadership, guidance, and support to school systems.POSITION OVERVIEW: This highly skilled professional drives the future of educator effectiveness in Texas through conducting detailed analyses of data and monitoring and implementing data quality procedures. This analyst updates reports, dashboards, and other data products, and revises, runs, and troubleshoots existing SAS programs. In this role, the person compiles and queries data to perform quality control procedures and visualization development. This analyst prepares concise, comprehensive technical reports to present and interpret data, identify alternatives, and make and justify recommendations on data revisions. The person in this role assists in defining, developing, and implementing data standards, and assists in developing data quality measures, analyzing data quality results, and implementing necessary changes to ensure data quality improvement. The analyst works under general supervision with limited latitude for the use of initiative and independent judgment.Please note that a resume and tailored cover letter are required attachments for applying to this position. Incomplete applications will not be considered.Additionally, please be sure to respond to the short answer prompts found in the supplemental questions. These responses should be added in a separate Word or PDF document in the attachments section of the application.Applicants who are strongly being considered for employment must submit to a national criminal history background check.ESSENTIAL FUNCTIONS:Perform necessary updates and maintenance to existing and emerging dashboards, reports, and other data products developed in PowerBI and SAS.Complete comprehensive quality assurance procedures for dashboards, reports, and other data products generated by the division of Educator Data and Preparation Program Management.Query and compile data to respond to ad hoc requests from the public and policymakers.Establish and maintain data governance procedures for data related to Educator Preparation Programs.Design, develop, update, and test data products to support the Educator Leadership and Quality department, including the Educator Certification and Educator Data and Preparation Program Management divisions.QualificationsMINIMUM QUALIFICATIONS:Education: Graduation from an accredited four-year college or university.Experience: At least two (2) years of experience in data analysis, research, compilation, and/or reporting work. Experience working with large data sets and educational systems are preferred.OTHER QUALIFICATIONS:Knowledge of statistical procedures used in the analysis of data setsSkill with software & programming languages used for statistical analysis and database interaction, including SAS, SQL, and other applicable programming and statistical languages and packagesExperience in developing engaging visualizations of data using PowerBIExperience with record keeping, including security procedures for handling, protecting and distribution of confidential dataAbility to write and revise standards and proceduresCreate and maintain organized and accessible files and documentationExperience with designing, generating, and updating high-quality reports suitable for a range of audiences based on user requirementsAbility to revise and troubleshoot computer systems and processesExperience with analyzing systems and procedures to identify areas for improvementEffective written and oral communicationAbility to interpret standards, rules, and requirements in technical documentationExperience with Texas education data preferredA desire to self-reflect, give & receive feedback, and continuously improveCapable of engaging in a collaborative, results-oriented team environmentAs an equal opportunity employer, we hire without consideration to race, religion, color, national origin, age, sex, disability, or veteran status, unless an applicant is entitled to the veteran’s preference.Additional Military Crosswalk (occupational specialty code) information can be accessed here.This position requires the applicant to meet Agency standards and criteria which may include passing a pre-employment criminal background check, prior to being offered employment by the Agency.No phone calls or emails, please. Due to the high volume of applications, we do not accept telephone calls and cannot reply to all email inquiries. Only candidates selected for interview will be contacted.",aus,da
7,Facebook,Information Technology,4.3,"Data Analyst Lead, North America","Austin, TX",$85K - $158K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136006&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&cs=1_8054bb99&cb=1617495650334&jobListingId=4051637591,"The same properties that make the Facebook platform an ideal place for marketing also make the platform an ideal place to conduct measurement. The Data Analyst Lead is charged with leveraging these capabilities on behalf of Global Business Marketing (GBM) to measure and optimize marketing investments in the North America (NA) region. We are seeking an experienced analytics professional who can partner effectively with the business team on driving the measurement practice supporting the GBM team in the NA region.You will work cross-functionally with several teams at Facebook (including marketing, operations, data engineering and data technology), with the objective of driving GBM’s effective, analytically driven, and strategic growth and innovation. In this role you will require a combination of exceptional analytical skills including hands-on statistical modelling, a background in data-driven decision-making, the ability to think strategically and creatively in order to develop hypotheses and solve problems, and have strong communication and collaboration skills. Your experience includes managing data pipelines and dashboards, ability to make recommendations based on imperfect data pulled from multiple sources (internal and external), strong business intuition to guide your analysis, and ability to work both independently and cross-functionally. You are intellectually curious, learn quickly, and move fast while maintaining a focus on high-impact projects.Partner with marketing, research, and product organizations to scope, design, execute, measure, and improve the impact of marketing efforts on the North America businessTranslate data insights into actions and decisions that will drive revenue, brand sentiment, user growth and engagement, and marketing effectivenessDevelop quantitative analysis, tools, ad hoc reports, and models to support marketing decision making in areas such as media mix optimization, retention, sentiment, lifetime value, messaging, promotions, usage, and engagementDesign data visualization such as charts, infographic, and dashboards to communicate findings and actionable recommendations to internal stakeholdersHelp create, maintain, and improve key data sets, pipelines, and reporting to track and manage NA GBM activitiesProject manage improvements to measurement methodologies, products, and approaches in the NA regionBA/BS in Engineering, Statistics/Math, Economics or related field8+ years of work experience in consulting, measurement technology, research or analytics experience and experience-based aptitude to use data and numbers to formulate insights5+ years of experience manipulating data sets with packages such as R, Python, SPSS, SAS, R, MATLAB, Tableau4+ years of experience in SQL and/or other programming language3+ years experience with digital marketing optimization or product optimization work i.e. funnel/website optimization and/or outbound channels like SEO, SEM, and emailExperience leveraging data driven models to drive business decisions, using data access tools and building visualizations using large datasets and multiple data sourcesExperience with statistics and optimization techniquesHands-on experience with large datasets (i.e. data extraction, cleaning, modelling, interpretation and presentation)MBA or graduate degree in a quantitative fieldExperience managing multiple concurrent projects and driving initiatives in a cross-functional environmentExperience with Brand and Direct Response measurement solutions such as Brand Lift, Conversion Lift, Multi-Touch Attribution, Media Mix Optimization, etc.Experience with CRM platforms (ex. Salesforce, Oracle CRM, SAP CRM)Experience operating within globally distributed teamsFacebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",aus,da
8,Pitney Bowes,Information Technology,3.6,Business Intelligence Data Analyst,"Austin, TX",$49K - $87K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=133191&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&cs=1_e8bc5119&cb=1617495650335&jobListingId=4051872334,"At Pitney Bowes, we do the right thing, the right way.As a Business Intelligence Data Analyst for Pitney Bowes, you can too.We have amazing people who are the driving force, the inspiration and foundation of our company. Our thriving culture can be broken down into four components: Client. Team. Win. Innovate.We actively look for prospects who:Are passionate about client success.Enjoy collaborating with others.Strive to exceed expectations.Move boldly in the quest for superior and best in market solutions.You are:A strong Business Intelligence Data Analyst who enjoys solving complex problems using cutting edge business solutions in order to support our Global eCommerce Analytics Delivery, Return and Fulfillment Services business. This individual will conduct analysis of functional processes in order to identify areas of improvement, which will require developing complex Business Intelligence solutions. You are an individual who will learn to understand our customer’s journey, utilizing actionable data at every touchpoint. This is a truly unified brand experience and unique engagement opportunity where you will be recognized as a Techno-Functional Analyst at the Enterprise level. You will deliver a competitive advantage in the ever-changing world of global commerce through data analytical insights.You will:Conduct analysis of functional business processes to identify areas of improvement by developing complex BI solutions.Develop business cases in the support of process changes.Prepare BI dashboards, reporting, and data analysis needs.Perform ad-hoc data pulls and analyses.Address bugs and data issue flows for established dashboardsConduct complicated and detailed analyses of data relative to applicable project.Utilize data visualization software products to enhance understanding of data analyses.Utilize background in Data Analytics, SQL, R , Python and Microsoft Suite tools and software.Use statistical methods to analyze data and generate useful business reports and models.Identify and recommend new ways to save money by streamlining business processes.Assists in the development of metrics to assess the impact of logistics practice guidelines.Develops and runs queries to support assigned projects.QualificationsAs a Business Intelligence Data Analyst, you have:4+ years of experience working as an Analyst (analytical position).Must have hands-on experience in developing complex SQL queries.Experience working with Python/R for automation is desirable.Must have experience in creating dashboards in Tableau and/or Power BI.Knowledge of Statistical methods and models.Ability to collaborate effectively and work as part of a team.Strong attention to details.Critical-thinking and problem-solving skills.Capable of prioritizing multiple projects while still achieving deadlines.Strong written and verbal communication skills.Bachelor's degree in Information Systems or Computer Science or Statistics or related field required.We will:Provide the opportunity to grow and develop your careerOffer an inclusive environment that encourages diverse perspectives and ideasDeliver challenging and unique opportunities to contribute to the success of a transforming organizationOffer comprehensive benefits globally (pbprojectliving.com)Our Team:Ecommerce logistics. Only easier. Pitney Bowes Global Ecommerce is our fastest growing business segment. Our focus on the consumer and shipper experience – driven by innovative technology and consultative insights – has uniquely positioned us as the trusted partner for ecommerce brands and shippers.Our best-in-class services include ecommerce fulfillment, delivery (domestic and cross-border), and returns that help merchants drive conversions, customer satisfaction and lasting loyalty. These solutions build better order experiences through data science-based innovation and consultative support that help make clients’ jobs easier. Ranked by Internet Retailer as a Top Carrier, Top Fulfillment Service Provider, and the #1 International Ecommerce Provider, we are the preferred ecommerce logistics partner for over 800 brands and shippers.Pitney Bowes is an Equal Employment Opportunity/Affirmative Action Employer that values diversity and inclusiveness in the workplace.Women/Men/Veterans/Individuals with Disabilities/LGBTQ are encouraged to apply.All interested individuals must apply online. Individuals with disabilities who cannot apply via our online application should refer to the alternate application options via our Individuals with Disabilities link.COVID-19 Safety Update: We have put in place safety practices to help keep you safe and healthy. Learn More",aus,da
9,Soluta,Information Technology,2.7,Implementation Analyst-Data Services,"Austin, TX",$34K - $50K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1136006&s=58&guid=000001789a40ee8cab69ef447cb1a462&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ee66dc9e&cb=1617495650336&jobListingId=4051636807,"Job DescriptionYou love finding solutions to data problems. You’re curious, organized, and have an eye for detail. You strive to exceed expectations, and you don’t need to be micromanaged. You’re excited by the opportunity to join a fast-paced, fast-growing company with unlimited opportunities and competitive benefits. Does this sound like you? If so, Soluta could be the place for you!What You'll DoCollaborate with insurance carriers, data vendors, client operations, and internal teams to implement and maintain electronic data interchange (EDI) systems for employee benefits and payroll dataManage timelines and hold stakeholders accountable to complete implementations accurately, securely, and on scheduleLead multiple implementation and open-enrollment/renewal projects simultaneouslyMap data between systems, troubleshoot anomalies, and complete quality assurance testing to prepare projects for successful deploymentHost and facilitate implementation calls, check-ins, and project status presentations with carriers, clients, and developersUse critical thinking to troubleshoot data integrity and file delivery problems for existing data connectionsResolve escalations while relaying clear expectations and updates to affected parties at each stepCreate user-friendly reports, technical documentation, and systems guides for internal and external teamsWork with internal project managers to improve our implementation process and tools for reporting, tracking, and communicationWhat We're Looking For (Nobody's Perfect but Experience is a Plus!)RequiredBachelor’s degree in the social sciences, humanities, business administration, or psychology2+ years of experience in a project management or client-facing role in a relevant industry, such as healthcare administration, business operations, human resources, or employee benefits administrationExcellent verbal and written communication skills with technical and non-technical stakeholdersAbility to stay organized, make effective decisions, and pivot between projects in a fast-paced, self-directed environmentStrong attention to detail, accuracy, and customer serviceIt’s Nice to HaveExperience with Jira, Confluence, Microsoft Visio, Microsoft Excel, EasyMorph, and Microsoft AccessFamiliarity with automated job scheduling tools, such as TalendKnowledge of health insurance terminology, industry-standard data code sets (e.g. ICD-9/ICD-10, CPT/HCPCS, etc.), EDI X12 data exchange formats, and HIPPA standardsPhysical RequirementsMust be able to remain in a stationary position for 80% of the time.Must use close visual acuity to perform an activity such as: preparing and analyzing data and figures, transcribing, viewing a computer terminal and expansive reading.Must be able to lift or move items up to 20lbs.Must have the ability to move files, open filing cabinets and bend or stand as necessary.",aus,da
