,company,industry,rank,job_title,location,salary_range,link,description,search_city,search_job
0,Dun & Bradstreet,Information Technology,3.4,Data Scientist,"Austin, TX",$92K - $150K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1206941&s=149&guid=00000178e7bb8f448b9804c893c03372&src=GD_JOB_AD&t=SRFJ&vt=w&cs=1_332bd430&cb=1618795532516&jobListingId=3695210051,"Why We Work at Dun & BradstreetWe are at a transformational moment in our company journey - and we’re so excited about it. Each day, we are finding new ways to strengthen our award-winning culture, and to accelerate creativity, innovation and growth. Our purpose is to help customers improve business performance with Dun & Bradstreet’s Data Cloud and Live Business Identity, and we’re wildly passionate and committed to this purpose. So, if you’re looking to make an immediate impact at a company that welcomes bold and diverse thinking, come join us!

​

As a Data Scientist within Dun & Bradstreet's Analytics team, you will participate in all aspects of modeling engagement, including design, development, validation, calibration, documentation, approval, implementation, monitoring, and reporting. You will research complex business issues and recommend solutions, including model features and end products and any data required to support growing Dun & Bradstreet initiatives.

Key Responsibilities:

Develop Global Analytic Solutions inclusive but not limited to statistical models based on D&B’s established best practices, methodologies, and tools.Research complex business issues and recommend solutions, including model features and end productsCreate features and validate them against diverse set of objectives utilizing both internal and external data sources while maintaining business relationships and serving as subject matter expert.Utilize latest data science techniques across both supervised and unsupervised machine learning methodologies, NLP in automating and scaling internal business processes and development of new capabilities for the business.Establish and maintain strong relationships with key business stakeholders.Engage clients and D&B colleagues to identify business needs and develop, implement, and manage solutions.Serve as a Subject Matter Expert on predictive models within the Advanced Analytic Services team and with business users; consult with the business, as appropriate, on predictive modeling solutions.Share academic literature and industry best practices. Identify business relevance of new methods and work with cross functional teams to create prototypes, assist in creating business case, and go to market strategy.Drive timely retrieval of risk analytics data from external vendors, existing systems to create.Build relationships with external data vendors and aggregators to support analytical initiatives and products, building and testing of POC algorithms that meet business needs.Search for new alternative data based on the use cases - customer problems by business units, data quality and additional product needs.

As the ideal candidate, you are creative and inquisitive in nature, have the flexibility to learn and apply new methodologies, effectively communicate complex ideas to both a technical and non-technical audience and work both independently and collaboratively while managing multiple assignments.

Key Requirements:

Ph.D. or Masters in a quantitative / applied field (Statistics, Econometrics, Computer Science, Operations Research, Mathematics, Engineering). 3+ years of relevant experience in data science roles.Knowledge of evolving data science concepts and best practices including big data, NLP, feature engineering, regressive and non-regressive methods, and unstructured data synthesis.Proficiency utilizing Python, R and/ or SAS, Spark, PySpark and SQL.Working knowledge with diverse data formats and data structures.Experience building and maintaining relationships with clients and advising teams on the innovative methodologies, data sources, data science tools and environments.

Dun & Bradstreet is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, age, national origin, citizenship status, disability status, sexual orientation, gender identity or expression, pregnancy, genetic information, protected military and veteran status, ancestry, marital status, medical condition (cancer and genetic characteristics) or any other characteristic protected by law.

We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with Dun & Bradstreet and need special assistance or an accommodation to use our website or to apply for a position, please send an e-mail with your request to TalentAcquisitionTeam@dnb.com. Determination on requests for reasonable accommodation are made on a case-by-case basis.

Please note that all Dun & Bradstreet job postings can be found at https://dnb.wd1.myworkdayjobs.com/Careers and all communication from Dun & Bradstreet will come from an email address ending in @dnb.com.",aus,ds
1,recruitAbility,N/A,5,Senior Data Scientist - NLP,"Austin, TX",$91K - $147K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1044072&s=149&guid=00000178e7bb8f448b9804c893c03372&src=GD_JOB_AD&t=SRFJ&vt=w&ea=1&cs=1_78616317&cb=1618795532518&jobListingId=4063556099,"Our client is a leader in the Artificial Intelligence space that offers business-critical solutions for customers in energy, manufacturing, finance, aerospace, defense, and security. A highly awarded company recognized for cutting-edge technology, This dynamic company develops AI-powered, cyber-physical software for the safety, security, reliability, and optimization of IT, OT, and the Industrial IoT. They deliver value to their customers by providing solutions that address complex customer problems.The Data Science team is looking for a Senior Data Scientist with Natural Language Processing experience to design, build, deliver and support custom powerful software solutions. This person should have a depth of experience with both computational linguistics and software engineering, along with interest in applying state-of-the-art NLP methods to development solutions for customers.Responsibilities:Lead a team of data scientists and machine learning engineers in the development of NLP applicationsLead/direct the development of new algorithms and approaches to practical NLP problemsWork with engineers to integrate new technology into core applicationsWork with professional services to apply core capabilities to customer solutionsQualificationsMasters Degree or higher with a focus on NLP and software development5+ years of experience in developing business applications using NLP technologiesExperience in Python and NLP/ML toolkits (e.g. scikit-learn)Experience in information retrieval technologies (e.g. SOLR)Experience in applying deep learning techniques to unstructured dataStrong interpersonal and leadership skillsIndependent thinking and desire to learn new techniques/technologiesWhat is in it for you as a Senior Software Developer with this company?Join a group of high-performance professionals building awesome software solutionBe a part of the AI Industry and work with some of the best and brightest engineersExcellent Salary Range and Comprehensive Benefits Package and PTO planA place where people WANT to go to work!INDSJ",aus,ds
2,Neos Consulting,N/A,-1,"Data Engineer, Platform & Infrastructure","Austin, TX",$86K - $110K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1044072&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&cs=1_cee489eb&cb=1618795532520&jobListingId=4063838824,"Neos is a leading Austin-based IT Staffing and Consulting firm. Neos was recognized as a 2019 Best Places to Work inAustin by the Austin Business Journal, and also recognized as one of the fastest-growing companies in America two yearsin a row by Inc. MagazineNeos is seeking a Data Engineer for a Platform and Infrastructure team for a long-term project with our client in Austin, Texas.******** Telecommuting is currently in place until the client resumes normal office operations*************Working as part of the Platform & Infrastructure Data Engineering team to engineer, install, configure, standardize, and automate best in class data services and capabilities in a secure fashion for the organization. The ideal Advanced Data Engineer is a collaborative leader skilled in designing and constructing highly scalable data management systems. You are committed to data automation and integrity, are highly analytical, and can work on multiple projects at once. You will use your skills to engineer, automate, and manage data systems across multiple cloud services platforms and toolsets. Additionally, you will act as a mentor to junior team members and coach them on best practices and engineering standards. The team culture of working collaboratively, cross-functionally, using new technologies combined with the work/life balance provided by Texas OAG are core reasons people enjoy working as part of the Data DivisionII. CANDIDATE SKILLS AND QUALIFICATIONSMinimum Requirements:Candidates that do not meet or exceed the minimum stated requirements (skills/experience) will be displayed to customers but may not be chosen for this opportunity.YearsRequired/PreferredExperience6RequiredExperience in large-scale IT Project/Product delivery with at least 2 years of work experience in current data streaming, messaging, management, and database technologies6RequiredAbility to establish and always maintain effective and professional working relationships with others in the course and scope of conducting business6RequiredExcellent communication, problem-solving, and organizational skills4PreferredStrong data integrity, analytical, and multitasking skills4PreferredGraduation from an accredited four-year college or university with major coursework in Computer Science or Engineering2PreferredExperience with designing and building data platforms and setting up data tools2PreferredExperience with streaming/messaging platforms (Kafka, MQ, RabbitMQ, Elk, Elasticsearch)2PreferredExperience in tuning and troubleshooting streaming/messaging platforms2PreferredExperience creating producer and consumer applications with Kafka2PreferredExperience coding and scripting (Python, Java, Scala) and design experience2PreferredExperience with ELT methodologies and tools2PreferredHands-on experience with AWS and/or Azure2PreferredExperience with KStreams and KSQL2PreferredExperience with designing and automating build and deployment solutions/process for data solutions/tools/platforms2PreferredFamiliarity with data management, visualization, warehouse, and analytics tools/platforms such as Qlik, SAS Viya, Kibana, Snowflake, Qualtrics, and Spirion1PreferredBasic knowledge of database technologies (PostgreSQL, Vertica, Redshift, etc.)1PreferredAble to work independently IND123",aus,ds
3,Neos Consulting,N/A,-1,Sr. Data Engineer,"Austin, TX",$125K - $134K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1044072&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&cs=1_4db4e4b0&cb=1618795532522&jobListingId=4063838792,"Neos is a leading Austin-based IT Staffing and Consulting firm. Neos was recognized as a 2019 Best Places to Work inAustin by the Austin Business Journal, and also recognized as one of the fastest-growing companies in America two yearsin a row by Inc. MagazineNeos is seeking a Sr. Data Engineer for a long-term project with our client in Austin, Texas.******** Telecommuting is currently in place until the client resumes normal office operations*************The Data division is part of the OAG’s technology organization and is responsible for building data assets to provide value added products and services to drive innovation for our partners and clients. As a Senior Data Engineer, you will help design, enhance and build solutions dealing with real-time data in a fast-paced environment working with/on cutting-edge data and cloud technologies. You will work with colleagues who will support and challenge you daily. We believe in self-managing Agile teams who build products end to end, focusing on unit testing, code reviews and continuous integration for excellent code quality.The ideal Senior Data Engineer is a collaborative leader skilled in designing and constructing highly scalable data focused applications. You are committed to data automation and integrity, are highly analytical, and can work on multiple projects at once. You will use your skills to engineer, automate, and manage data systems across multiple cloud services platforms and toolsets. Additionally, you will act as a mentor to junior team members and coach them on best practices and engineering standards. The team culture of working collaboratively, cross-functionally, using new technologies combined with the work/life balance provided by Texas OAG are core reasons people enjoy working as part of the Data Division.II. CANDIDATE SKILLS AND QUALIFICATIONSMinimum Requirements:Candidates that do not meet or exceed the minimum stated requirements (skills/experience) will be displayed to customers but may not be chosen for this opportunity.YearsRequired/PreferredExperience8RequiredExperience in large-scale IT Project/Product delivery with at least 3 years of work experience in current data streaming, messaging, management, and database technologies8RequiredAbility to establish and always maintain effective and professional working relationships with others in the course and scope of conducting business8RequiredExcellent communication, problem-solving, and organizational skills5RequiredStrong data integrity, analytical, and multitasking skills4PreferredGraduation from an accredited four-year college or university with major coursework in Computer Science or Engineering3PreferredExperience creating producer and consumer applications with Kafka2PreferredExperience with designing and building data platforms2PreferredExperience in tuning and troubleshooting streaming/messaging platforms2PreferredExperience coding and scripting (Python, Java, Scala) and design experience2PreferredExperience with ELT methodologies and tools2PreferredHands-on experience with AWS and/or Azure2PreferredExperience with KStreams and KSQL2PreferredExperience with designing and automating build and deployment solutions/process for data solutions2PreferredFamiliarity with data visualization, warehouse, and analytics tools/platforms such as Qlik, SAS Viya, Kibana, Snowflake2PreferredExperience with streaming/messaging platforms (Kafka, MQ, RabbitMQ, Elk, Elasticsearch)1PreferredBasic knowledge of database technologies (PostgreSQL, Vertica, Redshift, etc.)1PreferredAble to work independentlyIND123",aus,ds
4,recruitAbility,N/A,5,"Data Engineer - SQL, Azure Cloud","Austin, TX",$60K - $117K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1044072&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3e1cb769&cb=1618795532522&jobListingId=4060424391,"Our client, headquartered in the “Silicon Hills” of Austin, Texas, offers an experience as unique as the city in which it operates. The firm supports more than 1,700 independent financial advisors in delivering comprehensive securities and investment advisory services to their clients. With a culture rich in reinvention and advisor advocacy, they have developed integrated business management technology that, combined with its personalized consulting services, offers exceptional scale and efficiencyThey are looking for a passionate Data Engineer to join our growing Data and Analytics team. Join this exciting journey in modernizing their legacy solutions to the next-generation cloud platform. You will be responsible for working in a cross-functional team to expand, optimize, and improve overall data quality and set up next-generation data orchestration using modern cloud tools and technologies. As a Cloud Data Engineer, you will be designing and building secure and resilient architectures, with the goal of providing actionable insights to our Advisors for them to optimize their business.Primary Responsibilities of the Data EngineerDesign and develop data pipelines to extract data from a wide variety of data sources using Azure, Snowflake Cloud, and cloud-native technologies.Build a data model to get actionable insights from data, operational efficiency, and other key business performance metrics.Design and manage inbound and outbound data processes and monitoring. Work with the data provider to bring in new feed into our data eco-system.Enjoy working in Agile as part of a scrum team and deliver high-quality products incrementally in an interactive manner.Write Test Driven Development based code to meet overall data quality standards as defined by the users.Automate the data testing processes and integrate them with monitoring systems.You are a team player who enjoys working with and supporting an Application Engineering team, DBA, Infrastructure, and Project Management Office.Analyze existing systems (including legacy) and data sets to help Business Analysts define the functional and non-functional requirements.Meet with the business users, assist with data-related technical issues, and support their data infrastructure needsPrimary Requirements for the Data EngineerStrong experience with NoSQL database, including PostgresBackground in working with Azure Cloud Services: Data Factory, SQL database, Functions, Data Lake, Databricks, Logic Apps, and Azure Automation.Fluent in object-oriented and functional script language: Python, Scala, and C#.Advanced working knowledge of SQL Server database - writing advanced SQL script, profiling, and optimization.Working knowledge of Business Intelligence tools: Microsoft Integration Services, Reporting Services, and Analysis Services, as well as PowerBI.Experience with other Big Data tools such as Spark, Snowflake, and KafkaPreference for background in Financial Services, ideally in the Wealth Management/Independent Broker-Dealer/RIA industryBachelors/Masters in Computer Science, MIS/Information Management, Engineering or related fieldWhat’s in it for you as a Data Engineer with a growing company?Excellent salary and comprehensive benefits package for this full-time positionA world-class team of professionals, casual work environment, and rich cultureChallenging projects now and on the Technology Roadmap going out several yearsCareer path, training support, and opportunities for advancement withinAward-winning, a stable leader in their market space and still growingA solid compensation plan includes comprehensive benefits and a bonus planFull health, vision, dental. 401(k) plans along with a host of voluntary plans such as car insurance, legal services, and more.A brand new state of the art building in Southwest Austin with a basketball court, volleyball court, baseball field, walking trails, unlimited coffee, tea, and sparkling waterINDSJ",aus,ds
5,BlackBerry,Information Technology,3.4,Senior / Principal Big Data Engineer,"Austin, TX",$104K - $135K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1044074&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&cs=1_647323e9&cb=1618795532523&jobListingId=4007426293,"Worker Sub-Type:Regular Job Description:*We are open to remote applicants.At BlackBerry, we develop state-of-the-art machine learning algorithms to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad actors.We’re looking for a Senior/Principal Big Data Engineer to work with a team of 20 scientists and engineers and lead efforts to automate the model training data pipelines underlying all of our security products across millions of endpoints as well as in the cloud. This position will partner with many peer engineering, product, and research teams to define requirements and deliver insights, so written and in-person communication skills are extremely important.WHAT YOU WILL DODesign, build, and maintain scalable, automated data pipelines in Python and ScalaDesign, build, and maintain big data products for use within our AWS cloud environmentRegularly contribute to documentation of our data pipelines and productsLead technical efforts, including design and code reviews, and mentor staff appropriatelyCommunicate with internal teams and stakeholders to understand project requirementsWHO ARE WE LOOKING FOR?Experience developing and scaling big data processing using Scala and SparkExperience writing and maintaining production-grade Python in a collaborative teamExperience automating infrastructure to build and maintain big data pipelinesExperience leading technical projects and mentoring junior team membersExperience with software build and release processes, unit testing, version control, etc.Excellent written and verbal communicationSolid understanding of the *nix command line5+ years in industry with a Master’s or 8+ years with a Bachelor’s degreeABOVE AND BEYONDExperience using AWS (S3, EMR, Batch, Athena, Glue Data Catalog, etc.)Experience with big data catalog technologies like the Hive MetastoreExperience managing Apache Spark clustersExperience building and using Docker containersJob Family Group Name:Product DevelopmentScheduled Weekly Hours:40",aus,ds
6,Samsung Electronics,Information Technology,3.4,Data Scientist,"Austin, TX",$77K - $109K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136006&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&cs=1_a896952f&cb=1618795532523&jobListingId=4061668826,"Position SummarySamsung Austin Semiconductor is one of the most advanced semiconductor manufacturing facilities in the world with more than 3,000 employees and 2.45 million square feet of floor space. Samsung Austin Semiconductor has broad semiconductor process technology offerings serving customers in various application areas including mobile, consumer, networking/high performance computing, Internet of Things, RF and automotive. Since 1996, SAS has invested approximately $17 billion in its Austin, TX campus, making it one of the largest direct foreign investments in United States history. Samsung Austin Semiconductor is a US-based subsidiary of Samsung Electronics Co., Ltd. The Austin facility is one of the few semiconductor plants the company has outside South Korea. Visit www.samsung.com/us/sas.SAS is focused on being the World’s Best Foundry product supplier.Role and ResponsibilitiesOur company creates some of the world’s most high-tech semiconductor processors, including CPUs, GPUs, and IoT sensors.We are currently in search of a data scientist that is proficient in gathering data from various sources, cleaning and transforming data, and using statistics and modeling to drive business decisions.In this role you would function as part of a high performing team that uses data to drive factory decisions, automate internal customer analysis, and track factory performance.What You’ll Do:Data analytics (finding insights and trends in our data)Programming (modeling business analysis, improving existing codebase)Share findings with internal customers (site-wide and within department)Propose novel solutions for improving the status quo (research new methods)What You’ll Need:Strong experience with SQL (selecting data from multiple databases, using joins and apply’s, aggregates)Coding with Python and familiarity with popular libraries (numpy, scipy, pandas)Understanding of statistics and analysis techniques (parametric & nonparametric modeling)Experience with analytical visualization tools (Tableau, Spotfire or popular visualization libraries)Ability to summarize results to a broad range of audiencesAbility to learn quickly and keep deadlines while applying good design principalsConsistent communication and teamwork skillsWhat Will Make You Stand Out:Semiconductor process knowledge (specifically defect domain knowledge: detection, classification, quantifying yield impact)Experience with machine learning libraries (Tensorflow / Pytorch) and data modeling techniques.Familiar with Jupyter Hub or Jet-brains IDEsWhy You’ll Enjoy Working Here:Interaction with leading-edge tech manufacturing that produces TBs of data dailyCollaboration with a small, highly motivated team to develop and implement new ideasBonus programsGreat Benefits (employer matched 401k, medical, dental, extensive PTO)Amenities (soccer field, 2 gyms, full court basketball / tennis courts, Frisbee golf, walking trails)Height Adjustable Standing DeskSubsidized lunchesWork days and hours: 1st-Shift / M-F, 8am to 5pm.Skills and QualificationsB.S or M.S Engineering Degree.2-5 years of Data Science experience (school or work experience).Proficient with Python, SQL, and data manipulation is required.Fundamental understanding of statistical techniques.Excellent communication, interpersonal, initiation, & troubleshooting skills.Fast learner with the ability to develop and create scalable systems.Samsung Electronics America, Inc. and its subsidiaries are committed to employing a diverse workforce, and provide Equal Employment Opportunity for all individuals regardless of race, color, religion, gender, age, national origin, marital status, sexual orientation, gender identity, status as a protected veteran, genetic information, status as a qualified individual with a disability, or any other characteristic protected by law.",aus,ds
7,Literati,Information Technology,4.7,Data Scientist,"Austin, TX",$108K - $123K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=4134&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&cs=1_dfb76102&cb=1618795532523&jobListingId=4062812193,"Company DescriptionAt Literati, we believe in the power of great books. We’re on a mission to curate transformative literary experiences for every reader: anyone who dreams, anyone who wonders, of any age. There are some stories no child should live without and no adult should ever forget.Job DescriptionAs a Data Scientist on the Analytics team, you’ll solve high-impact business problems in a fast-paced environment. Most of your work will focus on member retention and delighting our customers through app and product improvements. You’ll partner with product managers and business stakeholders to provide in-depth or quick analysis depending on the context. Our analytics team is small but growing, and we’re looking for someone willing to own a problem beyond just analysis, someone willing to take on some data engineering, visualization, and stakeholder management. As our team grows, you’ll have the opportunity to specialize more in product, operations, or heavy algorithms.QualificationsWE’RE GOOD AT:

Bringing the fire. We are a startup, with all the fierce dedication and sparkling energy to accomplish great feats. Iron sharpens iron, and so we’ve refined our teams from only the strongest metals: open minds, bright ideas, and bold determination.

YOU’RE GOOD AT:

Understanding business problems and uncovering the implied needs of our membersApplying quantitative analysis and modeling to decision-making with varying requirements for statistical powerPartnering with stakeholders to ensure your work is implementedIdentifying relevant information and finding the true scope of a data science problemOptimizing your time to have the most impact

YOU WILL NEED:

Strong Python skills using typical libraries like Pandas, scikit-learn, and scipyDeep theoretical and practical understanding of typical machine learning algorithms, statistical models, and optimizationAdvanced SQL skills, experience in Postgres or with Snowflake preferredExperience presenting data to senior leadership succinctly and persuasivelyAbility to own your modeling work from business understanding to implementation

PREFERRED SKILLS:

Product analytics experience focusing on retention and understanding app user behavior, including extensive A/B testingExcellent data visualization skills, preferably in Looker and/or Python notebooksProven ability to collaborate closely with Product ManagersExperience gaining insight from unstructured data using neural networksExperience with supply chain logistics and/or marketing is a plus

YOUR DAY-TO-DAY WILL LOOK LIKE:

Solving business problems and finding opportunities through quantitative analysisMeeting with leadership to understand opportunity areas for analysisWorking closely with data engineering to architect an analytics databasePrioritizing your work and following up with stakeholders to ensure your analysis makes its way into decision making


Additional InformationWe seek people with drive and a touch of alchemy—and if that sounds like you, you should join us. Even if your experience isn’t a precise match for the role, passion and prowess will always win the day in our book. And if your career has taken you to some spectacular (or spectacularly strange) places? We love a good story.

At Literati, we value the power of reading for all: anyone who dreams, anyone who wonders, anyone of any age, from any background. We are dedicated to cultivating and preserving a culture of inclusion and connectedness that sees, reflects, welcomes, and celebrates the innovation and talent of a diverse array of people.",aus,ds
8,Amazon.com Services LLC,Information Technology,3.8,Data Scientist,"Austin, TX",$91K - $148K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=133043&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&cs=1_ea840d4e&cb=1618795532523&jobListingId=3670585156,"Master’s degree with 5 years relevant experience in a highly quantitative field (Machine Learning, AI, Computer Science, Statistics, Mathematics, Operational Research, etc.), or equivalent professional or military experience working as a Data Scientist.Hands-on industry experience in predictive modeling and analysis, as an ML engineer or data scientist role, applying various ML techniques, and understanding the key parameters that affect their performance.Experience with R, Weka, SAS, SPSS, Matlab or other statistical/machine learning software.Proficient with using scripting language such as Python and data manipulation/analysis libraries such as Scikit-learn and Pandas for analyzing and modeling data.Experienced in using multiple data science methodologies to solve complex business problems (e.g. statistical analysis, research science, machine learning and deep learning techniques, data modeling, regression modeling, financial analysis, demand modeling, etc.).Experienced in handling terabyte-sized data sets, diving into data to discover hidden patterns, using data visualization tools, using SQL and databases in a business environment.Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives.Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives.Proven ability to communicate verbally and in writing to technical peers and leadership teams with various levels of technical knowledge, educating them about our systems, as well as sharing insights and data-driven recommendations.“Amazon Science gives you insight into the company’s approach to customer-obsessed scientific innovation. Amazon fundamentally believes that scientific innovation is essential to being the most customer-centric company in the world. It’s the company’s ability to have an impact at scale that allows us to attract some of the brightest minds in artificial intelligence and related fields. Our scientists continue to publish, teach, and engage with the academic community, in addition to utilizing our working backwards method to enrich the way we live and work.”Please visit https://www.amazon.science for more informationAmazon Business (AB) is a marketplace on Amazon.com that combines the selection, convenience and value customers have come to know and love from Amazon, with new business features and unique benefits that address the needs of businesses. Business customers want to leverage AB to access millions of products, business-only selection, free two-day shipping, business pricing, multi-user business accounts, approval workflow, business payment solutions, tax exemptions, dedicated business customer support and much more.We are looking for an experienced and motivated Data Scientist to be part of the Business Customer Profile team, and help build an authoritative system with a comprehensive understanding of businesses using the AB marketplace. Our data will be used to provide business customers with a more personalized experience, and influence customer experience at different touch points, such as the home page or search results, more relevant product recommendations, ads and deals.In this role, you will be a technical expert with significant scope and impact. You will work with Business Intelligence Engineers, Financial Analysts, Product Managers, Software Engineers, Data Engineers, and other Data Scientists, to build new and enhance existing ML models to optimize customer experience. The successful Data Scientist will have extreme bias for action needed in a startup environment, with outstanding leadership skills, proven ability to build and manage medium-scale modeling projects, identify data requirements, build methodology and tools that are statistically grounded.We are seeking someone who can thrive in a fast-paced, high-energy and fun work environment where we deliver value incrementally and frequently. We value highly technical people who know their subject matter deeply and are willing to learn new areas. We look for individuals who know how to deliver results and show a desire to develop themselves, their colleagues, and their career.This is a rare opportunity to make a real impact at Amazon.A PhD degree in a highly quantitative field (Machine Learning, AI, Computer Science, Statistics, Mathematics, Operational Research, etc.), or equivalent professional or military experience working as a Data Scientist.10+ years’ experience in a ML or Data Scientist role with a large technology company.Extensive knowledge and practical experience in several of the following areas: machine learning, statistics, NLP, deep learning, recommendation systems, dialogue systems, information retrieval, XGBoost, LightGBM, ElasticNet.Skilled with Java, C++, or other programming language, as well as Python or similar scripting language.Functional knowledge of AWS platforms such as S3, Glue, Athena, Sagemaker.Experience taking a leading role in building complex software systems that have been successfully delivered to customers.Advanced knowledge and expertise with Data modelling skills, Advanced SQL with Oracle, MySQL, Redshift and Columnar Databases.Demonstrated industry leadership in the fields of Database and/or Data Warehousing, Data Sciences and Big Data processing.Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operationsExperience with distributed computing and enterprise-wide systems.Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy.Experience mentoring junior software engineers to improve their skills, and make them more effective, product software engineers.Experience working in an Agile/Scrum environment.Fluency in a language other than English.Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us",aus,ds
9,YETI Coolers,Manufacturing,4.3,Data Scientist,"Austin, TX",$87K - $107K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=8095&s=58&guid=00000178e7bb8f448747b46723c695ca&src=GD_JOB_AD&t=SR&vt=w&cs=1_437bed37&cb=1618795532523&jobListingId=4062858642,"




At YETI, we believe that time spent outdoors matters more than ever and our gear can make that time extraordinary. When you work here, you'll have the opportunity to create exceptional, meaningful work and problem solve with innovative team members by your side. Together, you'll help our customers get the high-quality gear they need to make the most of their adventures. We are BUILT FOR THE WILD™.

The Data Scientist will draw insights from large and/or complex data sets to solve business problems addressed by use cases. The Data Scientist will assess applicability of different AI/ML methods for different use cases and be responsible for building and iterating models to support business outcomes. The Data Scientist will help drive advanced analytics thinking and methodologies by investigating various topics and sharing insights with broader Data & Analytics team as well as business stakeholders

Responsibilities:

Gather business requirements, translate them into information solutions, identify required data structures and apply strong expertise in advanced analytics techniques (e.g. artificial intelligence and machine-learning) to design, prototype, and build solutions to business problems
Collaborate with Data Engineer(s) to support data modelling and testing during projects
Ensure analytics tools and methods used in projects are robust and of the highest quality
Ensure frequent communication with other stakeholders to drive use case development and manage expectations on model limitations and lead times
Collaborate with business units to provide technical guidance related to AI/ML based models
Develop best practices for analytics (models, standards, tools) and share learnings with peers
Contribute to build the capabilities of Advanced Analytics, attending conferences, allocating time to investigate new topics, etc.

Qualifications and Attributes:

Bachelor's degree in a relevant field and at least 4 years' experience in a data science related role OR Master's degree or higher in Computer Science, Mathematics, Engineering, and at least 0-2 years' experience in a statistical and/or data science role
Expertise in advanced analytical techniques (e.g. descriptive statistics, machine learning, optimization, pattern recognition, cluster analysis, segmentation analysis, etc.)
Experience using analytical tools and languages, (e.g., Python, R, Matlab, etc.)
Experience working with large data sets and distributed computing tools (e.g. Hadoop, Hive, Spark, AWS Lambda, etc.)
Experience with data visualization tools (e.g. Tableau, PowerBI)
Diligent attention to detail and strong technical intuition
Knowledge of the industry and ability to translate business needs into advanced analytics solutions
Ability to communicate effectively with both the advanced analytics team and business unit
Leadership skills that includes experience collaborating with a cross-functional teams
Ability to manage time and schedules to meet deadlines

YETI is proud to be an Equal Opportunity Employer.

#LI-CL1





",aus,ds
